State,Year,DC_Opened,PrevPrice,Avg_kWh,Pred_baseline,DC_minus10,Pred_minus10,DC_plus10,Pred_plus10,DC_plus20,Pred_plus20,DC_slow75,Pred_slow75,DC_fast150,Pred_fast150,DC_ban0,Pred_ban0
AZ,2014,1,0.09570724238479775,0.0967734276182658,0.09933977947775344,0.9,0.09933977947775344,1.1,0.09933977947775344,1.2,0.09933977947775344,0.75,0.09933977947775344,1.5,0.09933977947775344,0.0,0.10003139855823819
AZ,2015,1,0.0967734276182658,0.0990039746783915,0.09943615222401891,0.9,0.09943615222401891,1.1,0.09943615222401891,1.2,0.09943615222401891,0.75,0.09943615222401891,1.5,0.09943615222401891,0.0,0.10006965552848243
AZ,2016,0,0.0990039746783915,0.09963632318640511,0.1011932150599104,0.0,0.1011932150599104,0.0,0.1011932150599104,0.0,0.1011932150599104,0.0,0.1011932150599104,0.0,0.1011932150599104,0.0,0.1011932150599104
AZ,2017,0,0.09963632318640511,0.10199033741193546,0.10346392935829016,0.0,0.10346392935829016,0.0,0.10346392935829016,0.0,0.10346392935829016,0.0,0.10346392935829016,0.0,0.10346392935829016,0.0,0.10346392935829016
AZ,2018,2,0.10199033741193546,0.1068242269929532,0.1040970881952931,1.8,0.1040970881952931,2.2,0.1040970881952931,2.4,0.1040970881952931,1.5,0.1038780415013621,3.0,0.10414954511092007,0.0,0.10474150681760933
AZ,2019,1,0.1068242269929532,0.1054606537773045,0.10496424097191158,0.9,0.10496424097191158,1.1,0.10496424097191158,1.2,0.10496424097191158,0.75,0.10496424097191158,1.5,0.10496424097191158,0.0,0.10584904117174118
AZ,2020,0,0.1054606537773045,0.10391519627029908,0.10555415877624237,0.0,0.10555415877624237,0.0,0.10555415877624237,0.0,0.10555415877624237,0.0,0.10555415877624237,0.0,0.10555415877624237,0.0,0.10555415877624237
AZ,2021,0,0.10391519627029908,0.10570031602443007,0.10536310067030445,0.0,0.10536310067030445,0.0,0.10536310067030445,0.0,0.10536310067030445,0.0,0.10536310067030445,0.0,0.10536310067030445,0.0,0.10536310067030445
AZ,2022,0,0.10570031602443007,0.1150519685390102,0.10584447704945667,0.0,0.10584447704945667,0.0,0.10584447704945667,0.0,0.10584447704945667,0.0,0.10584447704945667,0.0,0.10584447704945667,0.0,0.10584447704945667
CA,2014,0,0.13302594425409756,0.1361822636411801,0.12803485837024978,0.0,0.12803485837024978,0.0,0.12803485837024978,0.0,0.12803485837024978,0.0,0.12803485837024978,0.0,0.12803485837024978,0.0,0.12803485837024978
CA,2015,3,0.1361822636411801,0.14176513016838196,0.12565269296332132,2.7,0.12565269296332132,3.3000000000000003,0.12565269296332132,3.5999999999999996,0.12565269296332132,2.25,0.12560023604769435,4.5,0.12565269296332132,0.0,0.12837072579213452
CA,2016,0,0.14176513016838196,0.13657084933025032,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452
CA,2017,0,0.13657084933025032,0.1427006844041945,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452
CA,2018,0,0.1427006844041945,0.12922727913512386,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452,0.0,0.12837072579213452
CO,2015,0,0.10614020173355393,0.10541253536282262,0.10628704054446805,0.0,0.10628704054446805,0.0,0.10628704054446805,0.0,0.10628704054446805,0.0,0.10628704054446805,0.0,0.10628704054446805,0.0,0.10628704054446805
CO,2016,1,0.10541253536282262,0.10875938376710384,0.10528115430311463,0.9,0.10528115430311463,1.1,0.10528115430311463,1.2,0.10528115430311463,0.75,0.10528115430311463,1.5,0.10528115430311463,0.0,0.10617570051946013
CO,2017,0,0.10875938376710384,0.10942939982991119,0.10674752969099631,0.0,0.10674752969099631,0.0,0.10674752969099631,0.0,0.10674752969099631,0.0,0.10674752969099631,0.0,0.10674752969099631,0.0,0.10674752969099631
CO,2018,0,0.10942939982991119,0.11130986835702834,0.1077733127805074,0.0,0.1077733127805074,0.0,0.1077733127805074,0.0,0.1077733127805074,0.0,0.1077733127805074,0.0,0.1077733127805074,0.0,0.1077733127805074
CO,2019,0,0.11130986835702834,0.1189816270423842,0.11231631327651269,0.0,0.11231631327651269,0.0,0.11231631327651269,0.0,0.11231631327651269,0.0,0.11231631327651269,0.0,0.11231631327651269,0.0,0.11231631327651269
GA,2014,1,0.10667454956590486,0.10897025283798743,0.10529186411245967,0.9,0.10529186411245967,1.1,0.10529186411245967,1.2,0.10529186411245967,0.75,0.10529186411245967,1.5,0.10529186411245967,0.0,0.1063181774655953
GA,2015,1,0.10897025283798743,0.10982254463757796,0.10578195139407995,0.9,0.10578195139407995,1.1,0.10578195139407995,1.2,0.10578195139407995,0.75,0.10578195139407995,1.5,0.10578195139407995,0.0,0.10686963027357431
GA,2016,0,0.10982254463757796,0.10914134089624437,0.10783757956445676,0.0,0.10783757956445676,0.0,0.10783757956445676,0.0,0.10783757956445676,0.0,0.10783757956445676,0.0,0.10783757956445676,0.0,0.10783757956445676
GA,2017,0,0.10914134089624437,0.11123321848982964,0.10686963027357431,0.0,0.10686963027357431,0.0,0.10686963027357431,0.0,0.10686963027357431,0.0,0.10686963027357431,0.0,0.10686963027357431,0.0,0.10686963027357431
GA,2018,0,0.11123321848982964,0.11046901881562114,0.11236948664023359,0.0,0.11236948664023359,0.0,0.11236948664023359,0.0,0.11236948664023359,0.0,0.11236948664023359,0.0,0.11236948664023359,0.0,0.11236948664023359
IA,2014,1,0.0977095741819952,0.09933016086320608,0.09891693142767931,0.9,0.09891693142767931,1.1,0.09891693142767931,1.2,0.09891693142767931,0.75,0.09891693142767931,1.5,0.09891693142767931,0.0,0.09946350125701785
IA,2015,0,0.09933016086320608,0.10037116927691138,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269
IA,2016,0,0.10037116927691138,0.10105959762874965,0.10264571057298316,0.0,0.10264571057298316,0.0,0.10264571057298316,0.0,0.10264571057298316,0.0,0.10264571057298316,0.0,0.10264571057298316,0.0,0.10264571057298316
IA,2017,0,0.10105959762874965,0.1041119080880114,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284
IA,2019,0,0.10155853811832088,0.10637632085591649,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284,0.0,0.10351867182062284
IA,2020,1,0.10637632085591649,0.09910315367872104,0.10362778493768104,0.9,0.10362778493768104,1.1,0.10362778493768104,1.2,0.10362778493768104,0.75,0.10362778493768104,1.5,0.10362778493768104,0.0,0.10424369330556171
IA,2021,0,0.09910315367872104,0.09934020985441844,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269,0.0,0.10045391856566269
IA,2022,0,0.09934020985441844,0.1026314457252785,0.10252960966831755,0.0,0.10252960966831755,0.0,0.10252960966831755,0.0,0.10252960966831755,0.0,0.10252960966831755,0.0,0.10252960966831755,0.0,0.10252960966831755
IA,2023,0,0.1026314457252785,0.10376270704850198,0.10390856976661383,0.0,0.10390856976661383,0.0,0.10390856976661383,0.0,0.10390856976661383,0.0,0.10390856976661383,0.0,0.10390856976661383,0.0,0.10390856976661383
IL,2014,1,0.08810878431972381,0.09304298962354092,0.0937759630838538,0.9,0.0937759630838538,1.1,0.0937759630838538,1.2,0.0937759630838538,0.75,0.0937759630838538,1.5,0.0937759630838538,0.0,0.09465997299686789
IL,2015,0,0.09304298962354092,0.09429359181506096,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003
IL,2016,1,0.09429359181506096,0.09308444459448825,0.09502241158215664,0.9,0.09502241158215664,1.1,0.09502241158215664,1.2,0.09502241158215664,0.75,0.09502241158215664,1.5,0.09502241158215664,0.0,0.0959580439480018
IL,2017,0,0.09308444459448825,0.09509312380964784,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003,0.0,0.0951234127335003
IL,2018,0,0.09509312380964784,0.09854679086856877,0.0988931758788658,0.0,0.0988931758788658,0.0,0.0988931758788658,0.0,0.0988931758788658,0.0,0.0988931758788658,0.0,0.0988931758788658,0.0,0.0988931758788658
IL,2019,0,0.09854679086856877,0.10609973749353079,0.09895057054102796,0.0,0.09895057054102796,0.0,0.09895057054102796,0.0,0.09895057054102796,0.0,0.09895057054102796,0.0,0.09895057054102796,0.0,0.09895057054102796
MI,2018,0,0.11619613763415423,0.1174142633640357,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023
MI,2019,1,0.1174142633640357,0.11582088444005233,0.11989808907275247,0.9,0.11989808907275247,1.1,0.11989808907275247,1.2,0.11989808907275247,0.75,0.11989808907275247,1.5,0.11989808907275247,0.0,0.12180921215134023
MI,2020,0,0.11582088444005233,0.11982813609351833,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023,0.0,0.12180921215134023
MI,2021,0,0.11982813609351833,0.12276229066961614,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478
MI,2022,0,0.12276229066961614,0.1304789534148051,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478,0.0,0.12391250109500478
MO,2018,0,0.10512576141852098,0.10405437251446192,0.10511011179007473,0.0,0.10511011179007473,0.0,0.10511011179007473,0.0,0.10511011179007473,0.0,0.10511011179007473,0.0,0.10511011179007473,0.0,0.10511011179007473
MO,2019,1,0.10405437251446192,0.10802169758692802,0.10430542141401868,0.9,0.10430542141401868,1.1,0.10430542141401868,1.2,0.10430542141401868,0.75,0.10430542141401868,1.5,0.10430542141401868,0.0,0.10492970874089062
MO,2020,0,0.10802169758692802,0.1018747566337162,0.1054196791266154,0.0,0.1054196791266154,0.0,0.1054196791266154,0.0,0.1054196791266154,0.0,0.1054196791266154,0.0,0.1054196791266154,0.0,0.1054196791266154
MO,2021,0,0.1018747566337162,0.10295799406907215,0.10418298152125413,0.0,0.10418298152125413,0.0,0.10418298152125413,0.0,0.10418298152125413,0.0,0.10418298152125413,0.0,0.10418298152125413,0.0,0.10418298152125413
MO,2022,0,0.10295799406907215,0.1053055443659938,0.1048149780936977,0.0,0.1048149780936977,0.0,0.1048149780936977,0.0,0.1048149780936977,0.0,0.1048149780936977,0.0,0.1048149780936977,0.0,0.1048149780936977
NE,2018,0,0.1031269789564044,0.10504045237940506,0.10483019769108907,0.0,0.10483019769108907,0.0,0.10483019769108907,0.0,0.10483019769108907,0.0,0.10483019769108907,0.0,0.10483019769108907,0.0,0.10483019769108907
NE,2019,1,0.10504045237940506,0.11107135006833731,0.10440802083489656,0.9,0.10440802083489656,1.1,0.10440802083489656,1.2,0.10440802083489656,0.75,0.10440802083489656,1.5,0.10440802083489656,0.0,0.10516009200016019
NE,2020,0,0.11107135006833731,0.09182614876321772,0.1113078555705929,0.0,0.1113078555705929,0.0,0.1113078555705929,0.0,0.1113078555705929,0.0,0.1113078555705929,0.0,0.1113078555705929,0.0,0.1113078555705929
NE,2021,0,0.09182614876321772,0.0899723953328758,0.09532005873321597,0.0,0.09532005873321597,0.0,0.09532005873321597,0.0,0.09532005873321597,0.0,0.09532005873321597,0.0,0.09532005873321597,0.0,0.09532005873321597
NE,2022,0,0.0899723953328758,0.08983544720482951,0.09518833885954518,0.0,0.09518833885954518,0.0,0.09518833885954518,0.0,0.09518833885954518,0.0,0.09518833885954518,0.0,0.09518833885954518,0.0,0.09518833885954518
NV,2014,1,0.07882606261199007,0.07786512754956143,0.08836480945669009,0.9,0.08836480945669009,1.1,0.08836480945669009,1.2,0.08836480945669009,0.75,0.08836480945669009,1.5,0.08836480945669009,0.0,0.08960246855348494
NV,2015,1,0.07786512754956143,0.09193532052133907,0.08836480945669009,0.9,0.08836480945669009,1.1,0.08836480945669009,1.2,0.08836480945669009,0.75,0.08836480945669009,1.5,0.08836480945669009,0.0,0.08960246855348494
NV,2016,0,0.09193532052133907,0.08981255113040017,0.09475113953270477,0.0,0.09475113953270477,0.0,0.09475113953270477,0.0,0.09475113953270477,0.0,0.09475113953270477,0.0,0.09475113953270477,0.0,0.09475113953270477
NV,2017,0,0.08981255113040017,0.09505057679648869,0.09462376436056147,0.0,0.09462376436056147,0.0,0.09462376436056147,0.0,0.09462376436056147,0.0,0.09462376436056147,0.0,0.09462376436056147,0.0,0.09462376436056147
NV,2018,2,0.09505057679648869,0.09986557370280344,0.09843762532141327,1.8,0.09843762532141327,2.2,0.09843762532141327,2.4,0.09843762532141327,1.5,0.09779980082220285,3.0,0.09856262090664775,0.0,0.09858634059151736
NV,2019,1,0.09986557370280344,0.10529601457266044,0.10173168058012767,0.9,0.10173168058012767,1.1,0.10173168058012767,1.2,0.10173168058012767,0.75,0.10173168058012767,1.5,0.10173168058012767,0.0,0.10223387894551908
NV,2020,1,0.10529601457266044,0.1044761051931354,0.10328579255322995,0.9,0.10328579255322995,1.1,0.10328579255322995,1.2,0.10328579255322995,0.75,0.10328579255322995,1.5,0.10328579255322995,0.0,0.10422820775641235
NV,2021,0,0.1044761051931354,0.1035767803213825,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263
NV,2022,0,0.1035767803213825,0.10607637820094151,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263,0.0,0.10394795010846263
NV,2023,0,0.10607637820094151,0.11716149452749021,0.1044047699517268,0.0,0.1044047699517268,0.0,0.1044047699517268,0.0,0.1044047699517268,0.0,0.1044047699517268,0.0,0.1044047699517268,0.0,0.1044047699517268
OH,2015,0,0.09022575726208362,0.09011536434324811,0.09425267992925994,0.0,0.09425267992925994,0.0,0.09425267992925994,0.0,0.09425267992925994,0.0,0.09425267992925994,0.0,0.09425267992925994,0.0,0.09425267992925994
OH,2016,1,0.09011536434324811,0.08823680922800131,0.09346805705673916,0.9,0.09346805705673916,1.1,0.09346805705673916,1.2,0.09346805705673916,0.75,0.09346805705673916,1.5,0.09346805705673916,0.0,0.09425267992925994
OH,2017,0,0.08823680922800131,0.08913236531316045,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758
OH,2018,0,0.08913236531316045,0.09138425427954261,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758
OH,2019,2,0.09138425427954261,0.0982132739973966,0.0944071048482838,1.8,0.0944071048482838,2.2,0.0944071048482838,2.4,0.0944071048482838,1.5,0.09346805705673916,3.0,0.09450519717327263,0.0,0.09425267992925994
OH,2020,0,0.0982132739973966,0.08599947255850347,0.09678915622347223,0.0,0.09678915622347223,0.0,0.09678915622347223,0.0,0.09678915622347223,0.0,0.09678915622347223,0.0,0.09678915622347223,0.0,0.09678915622347223
OH,2021,0,0.08599947255850347,0.08865108310983806,0.09086735550390795,0.0,0.09086735550390795,0.0,0.09086735550390795,0.0,0.09086735550390795,0.0,0.09086735550390795,0.0,0.09086735550390795,0.0,0.09086735550390795
OH,2022,0,0.08865108310983806,0.10891402022048667,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758,0.0,0.09399104386500758
OR,2014,1,0.07202240759174781,0.07434096705976845,0.08270507137989727,0.9,0.08270507137989727,1.1,0.08270507137989727,1.2,0.08270507137989727,0.75,0.08270507137989727,1.5,0.08270507137989727,0.0,0.08335998484075947
OR,2015,0,0.07434096705976845,0.07716783117882736,0.08335998484075947,0.0,0.08335998484075947,0.0,0.08335998484075947,0.0,0.08335998484075947,0.0,0.08335998484075947,0.0,0.08335998484075947,0.0,0.08335998484075947
OR,2016,2,0.07716783117882736,0.07982855985198992,0.08355048896159115,1.8,0.08355048896159115,2.2,0.08355048896159115,2.4,0.08355048896159115,1.5,0.08270507137989727,3.0,0.08369844273810755,0.0,0.08335998484075947
OR,2017,0,0.07982855985198992,0.07996503155132127,0.08349303446408066,0.0,0.08349303446408066,0.0,0.08349303446408066,0.0,0.08349303446408066,0.0,0.08349303446408066,0.0,0.08349303446408066,0.0,0.08349303446408066
OR,2018,1,0.07996503155132127,0.0814667761063918,0.08283812100321847,0.9,0.08283812100321847,1.1,0.08283812100321847,1.2,0.08283812100321847,0.75,0.08283812100321847,1.5,0.08283812100321847,0.0,0.08349303446408066
OR,2019,0,0.0814667761063918,0.08570832613687517,0.08381538904798204,0.0,0.08381538904798204,0.0,0.08381538904798204,0.0,0.08381538904798204,0.0,0.08381538904798204,0.0,0.08381538904798204,0.0,0.08381538904798204
OR,2020,0,0.08570832613687517,0.08370877845661802,0.0847294236792404,0.0,0.0847294236792404,0.0,0.0847294236792404,0.0,0.0847294236792404,0.0,0.0847294236792404,0.0,0.0847294236792404,0.0,0.0847294236792404
OR,2021,0,0.08370877845661802,0.08435953797885574,0.08393514335231457,0.0,0.08393514335231457,0.0,0.08393514335231457,0.0,0.08393514335231457,0.0,0.08393514335231457,0.0,0.08393514335231457,0.0,0.08393514335231457
TN,2014,0,0.09601459317554024,0.09824864190955325,0.09918252373528023,0.0,0.09918252373528023,0.0,0.09918252373528023,0.0,0.09918252373528023,0.0,0.09918252373528023,0.0,0.09918252373528023,0.0,0.09918252373528023
TN,2015,1,0.09824864190955325,0.09755183346302349,0.09923919944886832,0.9,0.09923919944886832,1.1,0.09923919944886832,1.2,0.09923919944886832,0.75,0.09923919944886832,1.5,0.09923919944886832,0.0,0.09913072808385502
TN,2016,0,0.09755183346302349,0.09786562815986315,0.09919276760527111,0.0,0.09919276760527111,0.0,0.09919276760527111,0.0,0.09919276760527111,0.0,0.09919276760527111,0.0,0.09919276760527111,0.0,0.09919276760527111
TN,2017,0,0.09786562815986315,0.09998696100628031,0.09917904942918139,0.0,0.09917904942918139,0.0,0.09917904942918139,0.0,0.09917904942918139,0.0,0.09917904942918139,0.0,0.09917904942918139,0.0,0.09917904942918139
TN,2018,0,0.09998696100628031,0.10012716781609127,0.10297054210534846,0.0,0.10297054210534846,0.0,0.10297054210534846,0.0,0.10297054210534846,0.0,0.10297054210534846,0.0,0.10297054210534846,0.0,0.10297054210534846
TX,2014,0,0.09770798448389616,0.10258178344906665,0.09922407445712898,0.0,0.09922407445712898,0.0,0.09922407445712898,0.0,0.09922407445712898,0.0,0.09922407445712898,0.0,0.09922407445712898,0.0,0.09922407445712898
TX,2015,2,0.10258178344906665,0.09775638058457009,0.10253584088245106,1.8,0.10253584088245106,2.2,0.10253584088245106,2.4,0.10253584088245106,1.5,0.10248029866874075,3.0,0.10258829779807802,0.0,0.1034204934007579
TX,2016,2,0.09775638058457009,0.09381812439863756,0.09875345417579094,1.8,0.09875345417579094,2.2,0.09875345417579094,2.4,0.09875345417579094,1.5,0.09829230661347388,3.0,0.09883805346806242,0.0,0.09905184975347367
TX,2017,2,0.09381812439863756,0.09454942952176638,0.09561935425652429,1.8,0.09561935425652429,2.2,0.09561935425652429,2.4,0.09561935425652429,1.5,0.09477107238102254,3.0,0.09571744658151313,0.0,0.09549862745802411
TX,2018,0,0.09454942952176638,0.09501725420312353,0.09625854547827263,0.0,0.09625854547827263,0.0,0.09625854547827263,0.0,0.09625854547827263,0.0,0.09625854547827263,0.0,0.09625854547827263,0.0,0.09625854547827263
TX,2019,2,0.09501725420312353,0.09863013691563434,0.09872922602822742,1.8,0.09872922602822742,2.2,0.09872922602822742,2.4,0.09872922602822742,1.5,0.09826517089184045,3.0,0.09882731835321623,0.0,0.09912136404975991
TX,2020,0,0.09863013691563434,0.09519761528210106,0.09896759917050764,0.0,0.09896759917050764,0.0,0.09896759917050764,0.0,0.09896759917050764,0.0,0.09896759917050764,0.0,0.09896759917050764,0.0,0.09896759917050764
TX,2021,0,0.09519761528210106,0.10700607054731585,0.09925355778550983,0.0,0.09925355778550983,0.0,0.09925355778550983,0.0,0.09925355778550983,0.0,0.09925355778550983,0.0,0.09925355778550983,0.0,0.09925355778550983
TX,2022,0,0.10700607054731585,0.11653104417494232,0.10476886697801185,0.0,0.10476886697801185,0.0,0.10476886697801185,0.0,0.10476886697801185,0.0,0.10476886697801185,0.0,0.10476886697801185,0.0,0.10476886697801185
VA,2014,3,0.10160483158911793,0.10559996397617787,0.10446934926489843,2.7,0.10446934926489843,3.3000000000000003,0.10446934926489843,3.5999999999999996,0.10446934926489843,2.25,0.10441689234927147,4.5,0.10446934926489843,0.0,0.10491740578510626
VA,2015,0,0.10559996397617787,0.10814704626504766,0.10581049029226142,0.0,0.10581049029226142,0.0,0.10581049029226142,0.0,0.10581049029226142,0.0,0.10581049029226142,0.0,0.10581049029226142,0.0,0.10581049029226142
VA,2016,0,0.10814704626504766,0.1057219388844675,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217
VA,2017,0,0.1057219388844675,0.10629213127983572,0.10592939390240745,0.0,0.10592939390240745,0.0,0.10592939390240745,0.0,0.10592939390240745,0.0,0.10592939390240745,0.0,0.10592939390240745,0.0,0.10592939390240745
VA,2018,1,0.10629213127983572,0.11004445038842373,0.10505444184013962,0.9,0.10505444184013962,1.1,0.10505444184013962,1.2,0.10505444184013962,0.75,0.10505444184013962,1.5,0.10505444184013962,0.0,0.10579212764331328
VA,2019,2,0.11004445038842373,0.10895915213953278,0.10627331100453923,1.8,0.10627331100453923,2.2,0.10627331100453923,2.4,0.10627331100453923,1.5,0.10627833654587132,3.0,0.1063257679201662,0.0,0.10723643960673598
VA,2020,0,0.10895915213953278,0.10124004947302102,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217,0.0,0.10620506091132217
VA,2021,0,0.10124004947302102,0.09996329131852004,0.10491740578510626,0.0,0.10491740578510626,0.0,0.10491740578510626,0.0,0.10491740578510626,0.0,0.10491740578510626,0.0,0.10491740578510626,0.0,0.10491740578510626
VA,2022,0,0.09996329131852004,0.11187934852520892,0.10396143269332354,0.0,0.10396143269332354,0.0,0.10396143269332354,0.0,0.10396143269332354,0.0,0.10396143269332354,0.0,0.10396143269332354,0.0,0.10396143269332354
WA,2020,0,0.08457984810473058,0.08252363209488957,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374
WA,2021,1,0.08252363209488957,0.08224940047509867,0.08718288378111813,0.9,0.08718288378111813,1.1,0.08718288378111813,1.2,0.08718288378111813,0.75,0.08718288378111813,1.5,0.08718288378111813,0.0,0.0875929244276686
WA,2022,0,0.08224940047509867,0.08536375766572396,0.0875929244276686,0.0,0.0875929244276686,0.0,0.0875929244276686,0.0,0.0875929244276686,0.0,0.0875929244276686,0.0,0.0875929244276686,0.0,0.0875929244276686
WA,2023,0,0.08536375766572396,0.08751093268279195,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374,0.0,0.08772112745670374
WA,2024,0,0.08751093268279195,0.09124024646207687,0.08892015628455217,0.0,0.08892015628455217,0.0,0.08892015628455217,0.0,0.08892015628455217,0.0,0.08892015628455217,0.0,0.08892015628455217,0.0,0.08892015628455217
WY,2014,0,0.09897248701309466,0.10084886793848068,0.09985189221378366,0.0,0.09985189221378366,0.0,0.09985189221378366,0.0,0.09985189221378366,0.0,0.09985189221378366,0.0,0.09985189221378366,0.0,0.09985189221378366
WY,2015,1,0.10084886793848068,0.10460076233767746,0.10320543444260563,0.9,0.10320543444260563,1.1,0.10320543444260563,1.2,0.10320543444260563,0.75,0.10320543444260563,1.5,0.10320543444260563,0.0,0.1036665247435897
WY,2016,0,0.10460076233767746,0.10610973300271218,0.10563761807486745,0.0,0.10563761807486745,0.0,0.10563761807486745,0.0,0.10563761807486745,0.0,0.10563761807486745,0.0,0.10563761807486745,0.0,0.10563761807486745
WY,2017,0,0.10610973300271218,0.10727610886176651,0.105931209600291,0.0,0.105931209600291,0.0,0.105931209600291,0.0,0.105931209600291,0.0,0.105931209600291,0.0,0.105931209600291,0.0,0.105931209600291
WY,2018,0,0.10727610886176651,0.10729566031139441,0.10592248927834934,0.0,0.10592248927834934,0.0,0.10592248927834934,0.0,0.10592248927834934,0.0,0.10592248927834934,0.0,0.10592248927834934,0.0,0.10592248927834934
